party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Democratic,20241226-new-year-new-laws.txt,3,"AI-generated pictures and videos of children being sexually abused are disturbing, harmful, and virtually indistinguishable from actual children.",publisher,10.1007/s00787-022-02015-5,10.1007/s00787-022-02015-5,"Sexual abuse and post-traumatic stress disorder in childhood, adolescence and young adulthood: a systematic review and meta-analysis","Across 28 studies (N≈28,693), child sexual abuse is strongly associated with PTSD in youth regardless of gender, underscoring severe psychological harms from sexual victimization.",2024,European Child & Adolescent Psychiatry,Vasiliki Boumpa; Aikaterini Papatoukaki; Anastasia Kourti; Sofia Mintzia; Eleni Panagouli; Flora Bacopoulou; Theodora Psaltopoulou; Chara Spiliopoulou; Maria Tsolia; Theodoros N. Sergentanis; Artemis Tsitsika,https://link.springer.com/article/10.1007/s00787-022-02015-5,False
Democratic,20241226-new-year-new-laws.txt,3,"AI-generated pictures and videos of children being sexually abused are disturbing, harmful, and virtually indistinguishable from actual children.",arXiv,arXiv:2402.01721,10.48550/arXiv.2402.01721,"Non-Consensual Synthetic Intimate Imagery: Prevalence, Attitudes, and Knowledge in 10 Countries","A cross-national survey of >16,000 respondents finds 2.2% victimization and 1.8% self-reported perpetration of deepfake pornography, with broad recognition of harm and limited deterrence from current laws.",2024,arXiv,Rebecca Umbach; Nicola Henry; Gemma Beard; Colleen Berryessa,https://arxiv.org/abs/2402.01721,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1177/2056305120903408,10.1177/2056305120903408,"Deepfakes and Disinformation: Exploring the Impact of Synthetic Political Video on Deception, Uncertainty, and Trust in News","An experiment with a representative UK sample finds political deepfakes are more likely to induce uncertainty than outright deception, and this uncertainty erodes trust in news on social media.",2020,Social Media + Society,Cristian Vaccari; Andrew Chadwick,https://doi.org/10.1177/2056305120903408,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1177/1940161220944364,10.1177/1940161220944364,Do (Microtargeted) Deepfakes Have Real Effects on Political Attitudes?,"Using a constructed political deepfake in an online experiment, the authors show attitudes toward the depicted politician become more negative; effects can be amplified by microtargeting for a small susceptible subgroup.",2021,The International Journal of Press/Politics,Tom Dobber; Nadia Metoui; Damian Trilling; Natali Helberger; Claes H. de Vreese,https://doi.org/10.1177/1940161220944364,False
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1073/pnas.2114388118,10.1073/pnas.2114388118,The (minimal) persuasive advantage of political video over text,"Across large-scale experiments, video increases belief relative to text but yields only small persuasion gains, tempering expectations that video deepfakes are uniquely persuasive compared to other media.",2021,PNAS,Chloe Wittenberg; Ben M. Tappin; Adam J. Berinsky; David G. Rand,https://doi.org/10.1073/pnas.2114388118,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1038/s41467-024-51998-z,10.1038/s41467-024-51998-z,"Human detection of political speech deepfakes across transcripts, audio, and video","Five preregistered experiments show that deepfakes using state-of-the-art text-to-speech are harder to discern than those with voice actors, and that audiovisual cues improve human discernment over text alone.",2024,Nature Communications,Matthew Groh; Aruna Sankaranarayanan; Nikhil Singh; Dong Young Kim; Andrew Lippman; Rosalind Picard,https://doi.org/10.1038/s41467-024-51998-z,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1073/pnas.2120481119,10.1073/pnas.2120481119,AI-synthesized faces are indistinguishable from real faces and more trustworthy,"Human participants perform at chance in distinguishing AI-synthesized from real faces, and synthetic faces are rated as more trustworthy, underscoring risks of deception from realistic generative media.",2022,PNAS,Sophie J. Nightingale; Hany Farid,https://doi.org/10.1073/pnas.2120481119,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1371/journal.pone.0285333,10.1371/journal.pone.0285333,Warning: Humans cannot reliably detect speech deepfakes,"In tests with 529 participants across English and Mandarin, listeners identified deepfake speech only about 73% of the time, with limited improvement after training, highlighting susceptibility to audio impersonation.",2023,PLOS ONE,Kimberly T. Mai; Sergi Bray; Toby Davies; Lewis D. Griffin,https://doi.org/10.1371/journal.pone.0285333,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1109/CVPR.2016.262,10.1109/CVPR.2016.262,Face2Face: Real-Time Face Capture and Reenactment of RGB Videos,"Introduces a real-time facial reenactment system that transfers expressions from a source to a target video, enabling photorealistic manipulation of a person's facial movements and speech articulation.",2016,CVPR,Justus Thies; Michael Zollhöfer; Marc Stamminger; Christian Theobalt; Matthias Nießner,https://doi.org/10.1109/CVPR.2016.262,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1145/3072959.3073640,10.1145/3072959.3073640,Synthesizing Obama: Learning Lip Sync from Audio,"Presents a method that, given audio of President Barack Obama, synthesizes high-quality video with accurate lip-sync, demonstrating the feasibility of altering what a public figure appears to say.",2017,ACM TOG (SIGGRAPH),Supasorn Suwajanakorn; Steven M. Seitz; Ira Kemelmacher-Shlizerman,https://doi.org/10.1145/3072959.3073640,False
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1109/ICCV.2019.00009,10.1109/ICCV.2019.00009,FaceForensics++: Learning to Detect Manipulated Facial Images,"Releases a large-scale benchmark of manipulated face videos and shows that specialized detection models can outperform humans, standardizing evaluation for deepfake detection.",2019,ICCV,Andreas Rössler; Davide Cozzolino; Luisa Verdoliva; Christian Riess; Justus Thies; Matthias Nießner,https://doi.org/10.1109/ICCV.2019.00009,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1093/jcmc/zmac008,10.1093/jcmc/zmac008,The detection of political deepfakes,"Across preregistered studies with deepfakes of prominent politicians, analytic thinking and political interest predict better identification; results illuminate human detection challenges for political deepfakes.",2022,Journal of Computer-Mediated Communication,Markus Appel; Fabian Prietzel,https://doi.org/10.1093/jcmc/zmac008,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1086/732990,10.1086/732990,Political deepfakes are as credible as other fake media and (sometimes) real media,"Experiments indicate political deepfakes can be as credible as text or audio misinformation and, in some contexts, approach the credibility of real media, while also fostering misclassification of authentic videos.",2025,The Journal of Politics,Soubhik Barari; Christopher Lucas; Kevin Munger,https://doi.org/10.1086/732990,False
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,10.1057/s41304-024-00482-9,10.1057/s41304-024-00482-9,On the way to deep fake democracy? Deep fakes in election campaigns in 2023,"A cross-country analysis documents how deepfakes were used around elections in 2023, assessing implications for electoral processes and democratic trust.",2024,European Political Science,Mateusz Łabuz; Christoph Nehring,https://doi.org/10.1057/s41304-024-00482-9,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,arXiv,arXiv:1802.07228,10.48550/arXiv.1802.07228,"The Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation","This report surveys near-term malicious uses of AI across digital, physical, and political domains, highlighting threats such as deepfakes and recommending mitigations.",2018,arXiv,Miles Brundage; Shahar Avin; Jack Clark; Helen Toner; Peter Eckersley; Ben Garfinkel; Allan Dafoe; Paul Scharre; Thomas Zeitzoff; Bobby Filar; Hyrum Anderson; Heather Roff; Gregory C. Allen; Jacob Steinhardt; Carrick Flynn; Seán Ó hÉigeartaigh; Haydn Belfield; Roman Yampolskiy; Dario Amodei; et al.,https://arxiv.org/abs/1802.07228,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,publisher,,,Neural Voice Cloning with a Few Samples,"Demonstrates voice cloning from only a few audio samples via speaker adaptation and speaker encoding, lowering barriers to realistic speech impersonation.",2018,NeurIPS,Sercan O. Arik; Jitong Chen; Kainan Peng; Wei Ping; Yanqi Zhou,https://proceedings.neurips.cc/paper/2018/hash/4559912e7a94a9c32b09d894f2bc3c82-Abstract.html,True
Democratic,20241226-new-year-new-laws.txt,5,Malicious deepfake audio or visual media can falsely portray the actions or words of a candidate or elected official in the lead up to an election.,arXiv,arXiv:2301.02111,10.48550/arXiv.2301.02111,Neural Codec Language Models are Zero-Shot Text to Speech Synthesizers,"Introduces VALL-E, a zero-shot TTS system that can mimic an unseen speaker’s voice from a 3-second sample, illustrating how little data is needed for convincing voice cloning.",2023,arXiv,Chengyi Wang; Sanyuan Chen; Yu Wu; Ziqiang Zhang; Long Zhou; Shujie Liu; Jinyu Li; Sheng Zhao; Furu Wei,https://arxiv.org/abs/2301.02111,True
