party,uid,nli_deberta,nli_bart,claim,title
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|1|10.1136/bjsports-2016-096121,silent,silent,"The Military and Veterans Affairs Committee plays a vital role in addressing the needs of California’s veterans, service members, and their families.",International Olympic Committee consensus statement: harassment and abuse (non-accidental violence) in sport
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|1|10.7249/rr244,silent,silent,"The Military and Veterans Affairs Committee plays a vital role in addressing the needs of California’s veterans, service members, and their families.","Military Caregivers: Cornerstones of Support for Our Nation's Wounded, Ill, and Injured Veterans"
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|1|10.1200/cci.20.00084,support,silent,"The Military and Veterans Affairs Committee plays a vital role in addressing the needs of California’s veterans, service members, and their families.",Real-World Outcomes for Patients Treated With Immune Checkpoint Inhibitors in the Veterans Affairs System
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|1|10.1161/circulationaha.114.015124,refute,silent,"The Military and Veterans Affairs Committee plays a vital role in addressing the needs of California’s veterans, service members, and their families.",Association of Race With Mortality and Cardiovascular Events in a Large Cohort of US Veterans
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|3|10.1007/s10672-013-9227-9,silent,silent,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable",Perspectives on Disability Disclosure: The Importance of Employer Practices and Workplace Climate
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|3|10.3310/phr04080,silent,silent,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable",Implications for public health research of models and theories of disability: a scoping study and evidence synthesis
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|3|10.22004/ag.econ.33967,silent,silent,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable","INCOME, WEALTH, AND THE ECONOMIC WELL-BEING OF FARM HOUSEHOLDS"
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|3|10.2307/796805,silent,silent,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable",Overriding Supreme Court Statutory Interpretation Decisions
dem,dem|20250102-assemblywoman-pilar-schiavo-reappointed-serve-chair-assembly-military-and.txt|3|10.1139/facets-2021-0038,silent,silent,"The legislation AB 535 ensures that veterans' disability benefits are not counted against them as income when determining eligibility for supportive, affordable",Time to be counted: COVID-19 and intellectual and developmental disabilities—an RSC Policy Briefing
dem,dem|20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt|2|10.1017/s0003055404001078,silent,silent,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,The Globalization of Liberalization: Policy Diffusion in the International Political Economy
dem,dem|20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt|2|10.3133/pp1401a,silent,silent,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,"Ground water in the Central Valley, California; a summary report"
dem,dem|20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt|2|10.1073/pnas.1109127108,silent,silent,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,Rice consumption contributes to arsenic exposure in US women
dem,dem|20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt|2|10.1007/s11747-019-00695-1,silent,silent,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,The future of social media in marketing
dem,dem|20250219-lawmakers-advocates-introduce-legislation-protect-californians-dangerous.txt|2|10.1126/sciadv.1500675,silent,silent,Recent tests suggest that nearly 12 million Californians are exposed to tap water with PFAS contamination.,Global prevalence and distribution of genes and microorganisms involved in mercury methylation
dem,dem|20250328-assemblywoman-petrie-norris-honors-four-inspiring-women-7th-annual-women.txt|2|10.14288/1.0067018,silent,silent,Yulan Chung is the driving force behind the establishment of the Asian American History Museum of Orange County.,The Hong Kong week of 1967 and the emergence of the modern Hong Kong identity
dem,dem|20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt|3|10.14507/epaa.v11n36.2003,silent,silent,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,"English Learners in California Schools: Unequal resources, 'Unequal outcomes"
dem,dem|20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt|3|https://openalex.org/W1728021200,silent,silent,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,Decolonization is not a metaphor
dem,dem|20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt|3|10.1257/jel.20151189,silent,silent,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,Immigration in American Economic History
dem,dem|20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt|3|10.1002/sop2.1,silent,silent,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,Applying a Community Violence Framework to Understand the Impact of Immigration Enforcement Threat on Latino Children
dem,dem|20250409-assemblymember-connolly-passes-four-bills-through-policy-committees.txt|3|10.1086/499509,silent,silent,AB 419 requires schools to post the 'Immigration-Enforcement Actions at California Schools Guide for Students and Families' in schools and on their website.,Liminal Legality: Salvadoran and Guatemalan Immigrants' Lives in the United States
dem,dem|20250424-connolly-passes-five-more-bills-through-policy-committees.txt|3|10.1002/mpr.168,silent,refute,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorizat,The World Mental Health (WMH) Survey Initiative version of the World Health Organization (WHO) Composite International D
dem,dem|20250424-connolly-passes-five-more-bills-through-policy-committees.txt|3|10.1080/26895269.2022.2100644,silent,silent,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorizat,"Standards of Care for the Health of Transgender and Gender Diverse People, Version 8"
dem,dem|20250424-connolly-passes-five-more-bills-through-policy-committees.txt|3|10.1093/eurheartj/eht151,silent,silent,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorizat,2013 ESH/ESC Guidelines for the management of arterial hypertension
dem,dem|20250424-connolly-passes-five-more-bills-through-policy-committees.txt|3|10.1136/bjsports-2019-100715,silent,silent,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorizat,Mental health in elite athletes: International Olympic Committee consensus statement (2019)
dem,dem|20250424-connolly-passes-five-more-bills-through-policy-committees.txt|3|10.1001/jamanetworkopen.2022.0978,silent,silent,AB 384 removes delays to patient care during mental health and substance abuse emergencies by prohibiting health insurance plans from requiring prior authorizat,Mental Health Outcomes in Transgender and Nonbinary Youths Receiving Gender-Affirming Care
dem,dem|20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt|2|10.1021/es801845a,silent,silent,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",Pharmaceuticals and Endocrine Disrupting Compounds in U.S. Drinking Water
dem,dem|20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt|2|10.1093/toxsci/kfj187,silent,silent,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",In Vitro Profiling of the Endocrine-Disrupting Potency of Brominated Flame Retardants
dem,dem|20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt|2|10.1371/journal.pone.0077481,silent,silent,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",Evaluation of a Screening System for Obesogenic Compounds: Screening of Endocrine Disrupting Compounds and Evaluation of
dem,dem|20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt|2|10.2166/wst.2010.791,silent,silent,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",Endocrine disruptors and pharmaceuticals: implications for water sustainability
dem,dem|20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt|2|10.3390/jcm9020405,silent,silent,"Musk chemicals have been linked to endocrine disruption, early puberty, and increased risks of breast cancer and infertility.",Involvement of the Endocrine-Disrupting Chemical Bisphenol A (BPA) in Human Placentation
dem,dem|20250505-papan-bill-restrict-harmful-synthetic-chemicals-cosmetics-and-personal-care.txt|7|10.1093/toxsci/kfi035,silent,silent,Nitro musk chemicals have been detected in marine life and agricultural water supplies.,"Interaction of Polycyclic Musks and UV Filters with the Estrogen Receptor (ER), Androgen Receptor (AR), and Progesterone"
