party,uid,nli_deberta,nli_bart,llm:Qwen/Qwen2.5-3B-Instruct,llm:microsoft/Phi-3.5-mini-instruct,llm:allenai/OLMo-2-1124-7B-Instruct,claim,title
dem,dem|20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt|8|https://content.govdelivery.com/accounts/CAFREMONT/bulletins/3c852b6,support,support,support,support,support,The Fremont Housing Navigation Center opened in 2020 to support unhoused residents.,Fremont Housing Navigation Center Marks Four Years of Impact
dem,dem|20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt|8|https://abc7news.com/fremont-navigation-center-homeless-shetler-coronavirus-bay-area/6396919/,support,support,support,support,support,The Fremont Housing Navigation Center opened in 2020 to support unhoused residents.,"Fremont opens 1st homeless navigation center, following example set in San Francisco and Oakland"
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|https://www.gov.ca.gov/2023/10/18/faith-security-funding/,silent,silent,refute,support,silent,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,Governor Newsom Doubles Funding to Bolster Safety and Security in Faith Communities
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|https://www.gov.ca.gov/2024/07/30/governor-newsom-announces-76-million-in-grants-to-bolster-safety-and-security-in-faith-communities-and-nonprofits/,silent,silent,silent,support,support,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,Governor Newsom announces $76 million in grants to bolster safety and security in faith communities and nonprofits
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|https://www.gov.ca.gov/2024/11/14/hundreds-of-california-nonprofits-to-receive-funding-to-help-safeguard-against-hate-based-violence/,silent,refute,refute,support,silent,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,Hundreds of California nonprofits to receive funding to help safeguard against hate-based violence
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|https://news.caloes.ca.gov/cal-oes-announces-release-of-47-million-in-awards-to-help-nonprofit-and-faith-based-organizations-enhance-security-and-safety-2/,silent,silent,refute,refute,support,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,Cal OES Announces Release of $47 Million in Awards to Help Nonprofit and Faith-Based Organizations Enhance Security and 
dem,dem|20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt|3|https://news.caloes.ca.gov/cal-oes-announces-39-million-in-awards-to-help-nonprofit-and-faith-based-organizations-enhance-security-and-safety/,silent,silent,refute,refute,silent,The California state budget included a $50 million allocation for the Nonprofit Security Grant Program this year.,Cal OES Announces $39 Million in Awards to Help Nonprofit and Faith-Based Organizations Enhance Security and Safety
dem,dem|20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt|1|https://a45.asmdc.org/press-releases/20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative,support,support,support,support,support,Loma Linda University Children’s Hospital received $4 million in the 2022-23 state budget for a program to offer individualized physical and mental care to abus,Loma Linda University Children’s Hospital celebrates new funding for innovative treatment model to aid region’s foster y
dem,dem|20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt|1|https://news.llu.edu/community/children-s-hospital-presented-with-4-million-state-allocation,silent,silent,refute,support,support,Loma Linda University Children’s Hospital received $4 million in the 2022-23 state budget for a program to offer individualized physical and mental care to abus,Children’s Hospital presented with $4 million state allocation
dem,dem|20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt|1|https://news.llu.edu/patient-care/childrens-hospital-receives-4-million-state-funding-support-victims-of-child-abuse-and-neglect,silent,silent,silent,support,support,Loma Linda University Children’s Hospital received $4 million in the 2022-23 state budget for a program to offer individualized physical and mental care to abus,Children's Hospital receives $4 million in state funding to support victims of child abuse and neglect
dem,dem|20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt|3|https://www.kcra.com/article/fentanyl-related-deaths-ca-spiked-past-5700-2021/41591254,silent,silent,refute,support,support,One out of every five California youths aged 15 to 24 who died in 2021 were killed by a fentanyl overdose.,"Fentanyl-related deaths in CA spiked past 5,700 last year. That’s up from less than 100 a decade ago"
dem,dem|20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt|3|https://www.cde.ca.gov/nr/ne/yr23/yr23rel44.asp,support,support,refute,support,silent,One out of every five California youths aged 15 to 24 who died in 2021 were killed by a fentanyl overdose.,"State Superintendent Tony Thurmond Pledges to Help Schools Access Prevention, Education, and Treatment to Counter the Fe"
dem,dem|20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt|3|https://www.cbsnews.com/sacramento/news/fentanyl-related-deaths-among-children-increased-2013-2021/,silent,silent,refute,support,support,One out of every five California youths aged 15 to 24 who died in 2021 were killed by a fentanyl overdose.,Fentanyl-related deaths among children increased more than 30-fold between 2013 and 2021
dem,dem|20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt|5|10.1056/NEJMoa1801315,silent,silent,silent,support,support,Opioid blockers bind to the same receptors in the brain used by opioids and reverse or block the effects of the drug.,Nasal Naloxone for the Treatment of Opioid Overdose
dem,dem|20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt|5|10.1176/appi.ps.201800200,silent,silent,silent,support,support,Opioid blockers bind to the same receptors in the brain used by opioids and reverse or block the effects of the drug.,Effectiveness of Naloxone in Reducing Opioid Overdose Mortality in the United States
dem,dem|20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt|5|10.1016/j.jpsychores.2020.110088,silent,silent,silent,support,support,Opioid blockers bind to the same receptors in the brain used by opioids and reverse or block the effects of the drug.,The Role of Naloxone in Opioid Overdose Prevention: A Community Perspective
dem,dem|20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt|5|10.1001/jama.2017.17985,silent,silent,silent,silent,silent,The essential need is adequate affordable housing dedicated to transition-aged foster youth.,Homelessness and Aging Out of Foster Care: A National Comparison of Child Welfare-Involved Adolescents
dem,dem|20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt|5|10.1001/jama.2018.11885,silent,silent,silent,support,silent,The essential need is adequate affordable housing dedicated to transition-aged foster youth.,Effects of Individual Risk and State Housing Factors on Adverse Outcomes in a National Sample of Youth Transitioning Out
dem,dem|20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt|4|10.1093/geront/gnad121,silent,silent,silent,silent,silent,"A two-year rent subsidy program funded at $500 million could prevent homelessness for more than 10,000 people.",Does Subsidized Housing Prevent Health Decline and 2-Year Mortality Among Low-Income Older Renters?
dem,dem|20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt|2|10.3390/ijerph18052470,silent,silent,silent,support,support,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Impact of COVID-19 on Mental Health in Adolescents: A Systematic Review
dem,dem|20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt|2|10.15585/mmwr.mm7141a2,silent,silent,silent,support,support,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Adverse Childhood Experiences During the COVID-19 Pandemic and Associations with Poor Mental Health and Suicidal Behavio
dem,dem|20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt|2|10.1186/s12889-024-18087-8,silent,silent,support,support,support,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Social factors associated with self-reported changes in mental health symptoms among youth in the COVID-19 pandemic: a c
dem,dem|20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt|2|10.1186/s40359-025-03165-2,silent,silent,support,support,support,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Exploring the psychological impact on children and adolescents during the initial period of the COVID-19 pandemic—a syst
dem,dem|20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt|2|10.1186/s12245-021-00359-4,silent,silent,silent,support,silent,Youth in California have been particularly impacted by the mental health crisis following COVID-19.,Adolescent and young adult stress and coping during COVID-19: the utility of a pediatric emergency department screener
dem,dem|20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt|3|https://film.ca.gov/californias-film-and-tv-tax-credit-proogram-generates/,support,support,support,support,support,The California Film and Television Tax Credit Program has generated $961 million in revenue from state and local taxes.,"California’s Film & TV Tax Credit Program Generates $24 in Economic Activity for Every $1 Invested, New Study Finds"
dem,dem|20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt|3|https://laedc.org/press-release-california-film-and-television-tax-credit-program-2-0/,silent,support,support,support,support,The California Film and Television Tax Credit Program has generated $961 million in revenue from state and local taxes.,Press Release: California Film and Television Tax Credit Program 2.0
dem,dem|20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt|3|https://laedc.org/research/reports/ca-film-tv-tax-credit-program-2-0/,silent,support,silent,support,support,The California Film and Television Tax Credit Program has generated $961 million in revenue from state and local taxes.,Economic Report Archives | Los Angeles County Economic Development Corporation
dem,dem|20230601-addis-bills-win-approval-state-assembly.txt|3|https://www.laccd.edu/news/governor-signs-zbur-bill-tackle-student-housing-insecurity-california-community-colleges,support,support,support,support,support,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,Governor Signs Zbur Bill to Tackle Student Housing Insecurity at California Community Colleges
dem,dem|20230601-addis-bills-win-approval-state-assembly.txt|3|https://inewsource.org/2025/10/15/new-laws-aim-to-ease-californias-student-housing-crunch/,support,support,support,support,support,California community colleges can carry out student housing plans more efficiently by streamlining the approval process.,New CA laws aim to ease student housing crunch
