source,filename,document_date,sentence_index,matched_ai_terms,urls,dois,arxiv,sentence_text
Democratic Assembly,20220930-assemblymember-kalras-bill-require-additional-screening-law-enforcement.txt,,4,bias,,,,from the California State Auditor on police conduct and bias.
Democratic Assembly,20220930-assemblymember-kalras-bill-require-additional-screening-law-enforcement.txt,,20,bias,,,,"“The California Law Enforcement Accountability Reform Act is a step in the right direction to address bias in policing by, at the very least, making sure those who work in law enforcement are not participating in hate groups or advocating for racial violence."
Democratic Assembly,20220930-assemblymember-kalras-bill-require-additional-screening-law-enforcement.txt,,22,bias,,,,"We should not tolerate racial bias and hatred in policing,” said"
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",2,bias,,,,"AB 256 will allow persons with convictions or judgements prior to January 1, 2021 to petition the court and seek relief if racial bias was proven to be present in their case."
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",3,bias,,,,"AB 256 builds upon landmark legislation in 2020, the California Racial Justice Act, AB 2542 (Kalra, Chapter 317, Statutes of 2020), which allowed individuals to challenge racial bias in criminal charges, convictions, and sentences but was limited to cases after January 1, 2021."
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",4,bias,,,,"“When we passed the Racial Justice Act, we did so with a promise to not leave behind those with past criminal convictions and sentences that were tainted by systemic racial bias, both explicit and implicit, in our courts."
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",7,bias,,,,"Prior to the Racial Justice Act, proving racial bias was nearly impossible because of the 30-year legal precedent set by"
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",11,bias,,,,Supreme Court required California defendants in criminal cases to prove intentional discrimination when challenging racial bias in their case.
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",12,bias,,,,"The original Racial Justice Act finally began to address this issue, but unfortunately the bill was narrowed to prospective cases only, excluding those who had already been harmed by the racial bias and discrimination that permeates our criminal legal system."
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",26,bias,,,,"“Today, California shows that we will leave no one behind on our path to healing the systemic bias and racism that our highest institutions have inherited."
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",41,fairness,,,,"“Fairness demands that the protections of the Racial Justice Act extend to all Californians, and with the signing of this bill, they finally will.”"
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",42,bias,,,,"“AB 256 represents a critical step forward in the fight against racial bias and discrimination in our criminal legal system,” said"
Democratic Assembly,20220930-california-racial-justice-act-all-signed-law.txt,"January 1, 2021",46,bias,,,,"For those incarcerated due to racial bias, the Racial Justice Act for All provides a path forward to fight the systemic racism that has contaminated our legal system,” said"
Democratic Assembly,20221005-assemblywoman-rubios-ab-2806-signed-governor-newsom-effectively-bring-end.txt,,5,bias,,,,"early childhood mental health consultation services that help create inclusive and anti-bias environments, interactions, and experiences that buffer the effects of trauma and bring out the most optimal development of each unique child."
Democratic Assembly,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,,20,bias,,,,"Suppression hast taken a variety of forms such as limiting the number of voting centers in certain geographical areas, poll taxes, literacy tests, physical or verbal intimidation at voting sites, disruption of voter registration efforts, disseminating false information on the voting process, and bias in gerrymandering."
Democratic Assembly,20230213-assemblymember-dr-corey-jackson-introduces-groundbreaking-assembly-bill-end.txt,,7,bias,,,,The bill aims to end a deeply racialized and harmful practice that has been a mainstay in America's history of racial bias and violence against Black Americans and people of color.
Democratic Assembly,20230216-assemblymember-connolly-confronts-teen-suicide-epidemic-new-legislation.txt,,17,algorithms,,,,"Disturbingly, reports detail that online algorithms also recommended customers who purchased the chemical also buy a scale to measure the correct dose, an anti-vomiting drug that would ensure the poisoning be fatal, and even a handbook on assisted suicide."
Democratic Assembly,20230224-assemblymember-kalra-appointed-chair-select-committee-future-work-and.txt,,5,automation,,,,"It is my hope that the Select Committee can highlight the intersectionality of work with such issues as the environment, housing, transportation, and automation, and guide us toward a more inclusive economy for all.”"
Democratic Assembly,20230224-assemblymember-kalra-appointed-chair-select-committee-future-work-and.txt,,9,ai; automation,,,,"The Select Committee will focus on topics such as automation and AI, the green economy, high road employment and job quality, immigration, climate change, employee organizing, and the fissuring of the workplace."
Democratic Assembly,20230224-black-history-month-celebration.txt,,62,fairness,,,,"Chief Washington is committed to ensuring FPD personnel serve with dignity, respect, and fairness."
Democratic Assembly,20230320-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-0.txt,,2,automated decision,,,,automated decision tools (ADTs) that make consequential decisions.
Democratic Assembly,20230320-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-0.txt,,4,automated decision,,,,by requiring developers and users to mitigate and asses automated decision tools (ADTs).
Democratic Assembly,20230320-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-0.txt,,5,algorithm,,,,"""As the use of decision making via algorithm becomes more prevalent in our daily lives, it is crucial that we take steps to ensure that it is used ethically and responsibly,"" said"
Democratic Assembly,20230320-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-0.txt,,8,algorithms; automated decision; machine learning,,,,"Automated decision tools, such as machine learning algorithms assess eligibility for a benefit or penalty."
Democratic Assembly,20230320-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-0.txt,,13,algorithm,,,,showed that a clinical algorithm used across hospitals for determining patient care was racially biased against Black patients.
Democratic Assembly,20230320-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-0.txt,,14,algorithms,,,,Increasing use of algorithms without accompanying regulations will erode the legitimacy of our institutions and harm marginalized groups.
Democratic Assembly,20230321-assemblywoman-lori-d-wilson-announces-advancement-freedom-face-surveillance.txt,,2,facial recognition,,,,"This bill revives a previous law, expired in January 2023, which prohibited the use of facial recognition and other biometric surveillance on police body cameras."
Democratic Assembly,20230321-assemblywoman-lori-d-wilson-announces-advancement-freedom-face-surveillance.txt,,3,facial recognition,,,,“Facial recognition on body cameras twists what should be a tool for police accountability into a vehicle for mass surveillance.
